player,squad,league,pos,age,nation,is_world_cup,playing_time_min,gls_per90,ast_per90,xg_per90,npxg_per90,xag_per90,sh_per90,sot_per90,touches_per90,prog_carries_per90,prog_passes_per90,tackles_tkl_per90,int_per90,clr_per90,pass_completion_pct,_match_score,_match_strategy,market_value_eur,market_value_raw,position_detail,age_tm,contract_expires,nationality_tm,image_url,local_image_path,sportsdb_image_url
Pierre-Emerick Aubameyang,Marseille,Ligue 1,FW,35,GAB,1,2656,0.29,0.077,0.652,0.444,0.127,2.056,1.383,40.716,4.271,4.281,1.268,0.262,0.194,76.5,100.0,full_key,16190000.0,€16.2M,FW,35.0,2027.0,GAB,https://upload.wikimedia.org/wikipedia/commons/f/f2/Pierre_Emerick_Aubameyang_2014.jpg,app/static/players/pierre-emerick_aubameyang.jpg,
Amine Harit,Marseille,Ligue 1,MF,26,MAR,1,2144,0.263,0.229,0.243,0.032,0.167,0.869,0.097,69.729,4.523,8.774,3.223,0.744,0.82,87.9,100.0,full_key,21190000.0,€21.2M,MF,26.0,2027.0,MAR,https://upload.wikimedia.org/wikipedia/commons/c/cd/Harit.jpg,app/static/players/amine_harit.jpg,
Chancel Mbemba,Marseille,Ligue 1,DF,30,COD,1,1704,0.0,0.0,0.042,0.062,0.191,0.771,0.27,67.225,2.264,4.746,3.44,2.078,5.806,81.9,100.0,full_key,5600000.0,€5.6M,DF,30.0,2028.0,COD,https://upload.wikimedia.org/wikipedia/commons/6/60/24BBRW_-_53535940590_%28cropped%29.jpg,app/static/players/chancel_mbemba.jpg,
Ismaila Sarr,Marseille,Ligue 1,FW,26,SEN,1,1783,0.381,0.22,0.34,0.359,0.006,2.608,0.816,27.402,4.736,2.616,1.297,0.354,0.0,72.0,100.0,full_key,9780000.0,€9.8M,FW,26.0,2027.0,SEN,https://upload.wikimedia.org/wikipedia/commons/f/fa/Crystal_Palace_FA_Cup_winners.jpg,,
Aubameyang Pierre-Emerick,Marseille,Ligue 1,FW,35,GAB,1,2682,0.417,0.28,0.428,0.421,0.195,2.749,0.782,36.571,4.617,2.051,0.835,0.0,0.0,68.8,100.0,full_key,16190000.0,€16.2M,FW,35.0,2027.0,GAB,https://upload.wikimedia.org/wikipedia/commons/3/37/1_Pierre-Emerick_Aubameyang_%28cropped%29.jpg,app/static/players/aubameyang_pierre-emerick.jpg,
Iliman Ndiaye,Marseille,Ligue 1,FW,24,SEN,1,2916,0.337,0.16,0.42,0.443,0.106,2.26,0.634,43.663,4.386,2.127,1.455,0.729,0.047,76.2,100.0,full_key,10980000.0,€11.0M,FW,24.0,2027.0,SEN,https://upload.wikimedia.org/wikipedia/commons/0/09/Moulay_Abdellah_Stadium.jpg,app/static/players/iliman_ndiaye.jpg,
Alexandre Lacazette,Lyon,Ligue 1,FW,33,FRA,1,1652,0.556,0.16,0.356,0.323,0.18,3.322,1.184,28.575,5.186,3.017,1.241,0.0,0.0,72.7,100.0,full_key,22660000.0,€22.7M,FW,33.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/6/64/Manchester_United_v_Arsenal%2C_2_December_2021_%2815%29.jpg,app/static/players/alexandre_lacazette.jpg,
Nicolas Tagliafico,Lyon,Ligue 1,DF,31,ARG,1,1580,0.0,0.0,0.091,0.077,0.027,0.759,0.0,55.204,2.553,7.112,2.883,1.793,3.79,84.2,100.0,full_key,3550000.0,€3.5M,DF,31.0,2026.0,ARG,https://upload.wikimedia.org/wikipedia/commons/4/4f/Tagliafico_asse_ol_2425.png,app/static/players/nicolas_tagliafico.png,
Corentin Tolisso,Lyon,Ligue 1,MF,29,FRA,1,2947,0.157,0.192,0.111,0.0,0.128,1.6,0.481,69.092,6.515,6.309,2.577,1.696,2.733,88.5,100.0,full_key,8630000.0,€8.6M,MF,29.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/f/f0/Tolisso_asse_ol_2425.png,app/static/players/corentin_tolisso.png,
Ernest Nuamah,Lyon,Ligue 1,FW,21,GHA,1,2914,0.483,0.076,0.445,0.369,0.149,3.234,1.523,41.33,5.52,1.559,0.971,1.055,1.694,75.8,100.0,full_key,25740000.0,€25.7M,FW,21.0,2025.0,GHA,https://upload.wikimedia.org/wikipedia/commons/2/26/Nuamah_vs_FCSB.png,,
Amine Gouiri,Rennes,Ligue 1,FW,23,FRA,1,1690,0.361,0.321,0.259,0.397,0.09,1.881,1.065,25.605,3.525,3.6,0.134,0.524,0.0,75.2,100.0,full_key,35970000.0,€36.0M,FW,23.0,2026.0,FRA,https://upload.wikimedia.org/wikipedia/commons/9/96/Lens_-_Stade_Rennais_%2820-08-2023%29_22.jpg,app/static/players/amine_gouiri.jpg,
Martin Terrier,Rennes,Ligue 1,FW,27,FRA,1,2118,0.295,0.232,0.442,0.446,0.06,3.269,0.901,22.525,3.286,1.199,1.276,0.619,1.239,73.8,100.0,full_key,21340000.0,€21.3M,FW,27.0,2026.0,FRA,https://upload.wikimedia.org/wikipedia/commons/f/f1/Jack_Russell_Terrier_1.jpg,app/static/players/martin_terrier.jpg,
Lovro Majer,Rennes,Ligue 1,MF,26,CRO,1,2821,0.184,0.305,0.224,0.119,0.1,0.231,0.43,76.298,4.448,6.081,2.101,1.415,1.258,86.7,100.0,full_key,17470000.0,€17.5M,MF,26.0,2027.0,CRO,https://upload.wikimedia.org/wikipedia/commons/f/fc/Lovro-Majer.png,app/static/players/lovro_majer.png,
Benjamin Bourigeaud,Rennes,Ligue 1,MF,30,FRA,1,1352,0.099,0.143,0.198,0.112,0.346,1.981,0.517,70.139,5.933,6.85,2.885,0.868,0.068,85.5,100.0,full_key,5000000.0,€5.0M,MF,30.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/a/a7/Stade_rennais_vs_SM_Caen%2C_July_22nd_2017_-_Bourigeaud_%283%29.jpg,,
Arnaud Kalimuendo,Rennes,Ligue 1,FW,22,FRA,1,1419,0.482,0.168,0.304,0.335,0.162,2.208,1.324,36.79,3.799,2.009,0.202,0.371,0.0,82.7,100.0,full_key,20000000.0,€20.0M,FW,22.0,2027.0,FRA,https://upload.wikimedia.org/wikipedia/commons/0/03/Kalimuendo_asse_srfc_2425.png,app/static/players/arnaud_kalimuendo.png,
Lenny Yoro,Manchester Utd,Premier League,DF,19,FRA,1,3116,0.0,0.089,0.094,0.0,0.0,0.0,0.047,70.816,1.992,4.487,2.906,2.196,4.7,76.5,100.0,full_key,24640000.0,€24.6M,DF,19.0,2025.0,FRA,https://upload.wikimedia.org/wikipedia/commons/b/b5/Michelle_2001-11-03_1245Z.png,app/static/players/lenny_yoro.png,
Maxence Lacroix,Crystal Palace,Premier League,DF,24,FRA,1,1562,0.0,0.073,0.001,0.055,0.0,0.374,0.0,52.615,2.353,5.532,3.498,1.802,4.854,72.7,100.0,full_key,13350000.0,€13.3M,DF,24.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/en/0/0f/2026_UEFA_Conference_League_final_programme.png,,
Lionel Messi,Inter Miami,World Cup 2026,FW,37,ARG,1,1791,0.451,0.171,0.678,0.257,0.163,2.402,1.185,43.092,4.459,3.859,1.429,0.117,0.747,69.7,100.0,full_key,10870000.0,€10.9M,FW,37.0,2028.0,ARG,https://upload.wikimedia.org/wikipedia/commons/6/6b/Lionel_Messi_White_House_2026_%283x4_cropped%29.jpg,app/static/players/lionel_messi.jpg,
Leandro Paredes,Roma,World Cup 2026,MF,30,ARG,1,3222,0.203,0.301,0.173,0.045,0.19,1.294,0.331,69.724,3.867,8.506,2.787,1.003,1.491,83.9,100.0,full_key,22460000.0,€22.5M,MF,30.0,2027.0,ARG,https://upload.wikimedia.org/wikipedia/commons/6/64/17_11_2021_-_Visita_ao_Est%C3%A1dio_Lusail_%2851688281025%29.jpg,app/static/players/leandro_paredes.jpg,
Endrick,Real Madrid,World Cup 2026,FW,18,BRA,1,2417,0.446,0.209,0.464,0.33,0.235,3.138,1.033,48.853,6.654,1.69,1.616,0.475,0.413,71.7,100.0,full_key,34900000.0,€34.9M,FW,18.0,2026.0,BRA,https://upload.wikimedia.org/wikipedia/commons/1/13/Endrick.jpg,app/static/players/endrick.jpg,
Joao Gomes,Wolverhampton,World Cup 2026,MF,23,BRA,1,1369,0.191,0.204,0.203,0.19,0.304,1.431,0.775,66.133,4.639,8.211,2.637,1.737,1.574,78.6,100.0,full_key,15610000.0,€15.6M,MF,23.0,2027.0,BRA,https://upload.wikimedia.org/wikipedia/commons/5/56/Jo%C3%A3o_Gomes_01112025_%287%29_%28croped%29.jpg,app/static/players/joao_gomes.jpg,
Jordan Pickford,Everton,World Cup 2026,GK,31,ENG,1,1357,0.0,0.023,0.058,0.0,0.0,0.031,0.163,33.613,0.0,1.879,0.375,0.046,0.469,60.0,100.0,full_key,5870000.0,€5.9M,GK,31.0,2026.0,ENG,https://upload.wikimedia.org/wikipedia/commons/f/fb/1_arsenal_crystal_palace_epl_champions_2026.jpg,,
Mikel Merino,Arsenal,World Cup 2026,MF,28,ESP,1,962,0.039,0.392,0.03,0.0,0.18,1.702,0.526,77.438,5.475,5.922,2.439,0.921,1.14,77.7,100.0,full_key,35000000.0,€35.0M,MF,28.0,2028.0,ESP,https://upload.wikimedia.org/wikipedia/commons/f/fb/1_arsenal_crystal_palace_epl_champions_2026.jpg,,
Unai Simon,Athletic Club,World Cup 2026,GK,27,ESP,1,2797,0.082,0.0,0.081,0.029,0.0,0.166,0.246,31.618,0.284,4.438,0.0,0.523,0.736,61.1,100.0,full_key,13510000.0,€13.5M,GK,27.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/1/13/Pedri.jpg,app/static/players/unai_simon.jpg,
Cristiano Ronaldo,Al-Nassr,World Cup 2026,FW,41,POR,1,2527,0.423,0.191,0.473,0.426,0.053,2.222,1.038,35.142,4.948,4.761,0.803,0.583,0.909,70.2,100.0,full_key,2900000.0,€2.9M,FW,41.0,2025.0,POR,https://upload.wikimedia.org/wikipedia/commons/9/9c/President_Donald_Trump_meets_with_Cristiano_Ronaldo_in_the_Oval_Office_%2854933344262%29_%28cropped_and_rotated%29.jpg,app/static/players/cristiano_ronaldo.jpg,
Joao Cancelo,Al Hilal,World Cup 2026,DF,30,POR,1,2622,0.226,0.165,0.0,0.0,0.07,0.144,0.0,53.905,4.034,5.769,3.238,2.555,5.362,88.8,100.0,full_key,11600000.0,€11.6M,DF,30.0,2028.0,POR,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/joao_cancelo.jpg,
Diogo Costa,Porto,World Cup 2026,GK,25,POR,1,964,0.007,0.0,0.014,0.0,0.0,0.387,0.079,31.889,0.295,3.114,0.085,0.0,1.763,62.6,100.0,full_key,12440000.0,€12.4M,GK,25.0,2025.0,POR,https://upload.wikimedia.org/wikipedia/commons/c/c3/Portugal_national_football_team_0866_%28Diogo_Costa%29.jpg,app/static/players/diogo_costa.jpg,
Nathan Ake,Manchester City,World Cup 2026,DF,30,NED,1,2087,0.124,0.129,0.094,0.152,0.124,0.619,0.044,50.92,2.94,6.587,4.771,1.907,4.314,78.9,100.0,full_key,16170000.0,€16.2M,DF,30.0,2027.0,NED,https://upload.wikimedia.org/wikipedia/commons/d/d2/London_Wembley.jpg,,
Donyell Malen,Borussia Dortmund,World Cup 2026,FW,26,NED,1,1081,0.499,0.107,0.498,0.407,0.139,2.257,1.181,33.417,3.733,0.35,1.39,0.205,0.171,71.2,100.0,full_key,12120000.0,€12.1M,FW,26.0,2027.0,NED,https://upload.wikimedia.org/wikipedia/en/8/87/2024_UEFA_Champions_League_Final_programme.png,,
Bart Verbruggen,Brighton,World Cup 2026,GK,22,NED,1,1319,0.079,0.158,0.0,0.0,0.0,0.0,0.0,38.188,0.094,2.801,0.0,0.741,1.052,68.3,100.0,full_key,8320000.0,€8.3M,GK,22.0,2026.0,NED,https://upload.wikimedia.org/wikipedia/commons/c/cd/Bart_Verbruggen.png,,
Hakim Ziyech,Galatasaray,World Cup 2026,MF,32,MAR,1,1818,0.169,0.175,0.116,0.055,0.119,1.573,0.78,66.702,4.682,7.417,2.542,1.313,0.178,81.2,100.0,full_key,5770000.0,€5.8M,MF,32.0,2028.0,MAR,https://upload.wikimedia.org/wikipedia/commons/f/fb/FC_Krasnodar_vs_Chelsea_Hudson-Odoi_goal_2020-10-28_%28cropped%29.jpg,,
Youssef En-Nesyri,Fenerbahce,World Cup 2026,FW,27,MAR,1,1896,0.445,0.238,0.455,0.445,0.146,2.148,0.765,36.324,3.544,2.051,0.676,0.329,0.0,81.5,100.0,full_key,26900000.0,€26.9M,FW,27.0,2028.0,MAR,https://upload.wikimedia.org/wikipedia/commons/2/26/Ennesyri.jpg,app/static/players/youssef_en-nesyri.jpg,
Azzedine Ounahi,Marseille,World Cup 2026,MF,24,MAR,1,2724,0.191,0.234,0.206,0.102,0.13,1.256,0.308,74.013,5.57,8.626,2.759,1.502,0.304,84.0,100.0,full_key,34090000.0,€34.1M,MF,24.0,2027.0,MAR,https://upload.wikimedia.org/wikipedia/commons/5/5d/Azzedine_Ounahi_Morocco_v_Norway_7_June_2026-37.jpg,app/static/players/azzedine_ounahi.jpg,
Noussair Mazraoui,Manchester Utd,World Cup 2026,DF,27,MAR,1,1738,0.001,0.21,0.056,0.0,0.0,0.223,0.0,59.171,1.285,5.718,4.108,1.698,4.659,88.1,100.0,full_key,7100000.0,€7.1M,DF,27.0,2027.0,MAR,https://upload.wikimedia.org/wikipedia/en/2/2a/2025_UEFA_Europa_League_final_programme.png,,
Sofyan Amrabat,Fiorentina,World Cup 2026,MF,27,MAR,1,1054,0.0,0.183,0.119,0.246,0.281,0.92,0.281,65.23,6.429,8.876,3.077,0.798,0.431,82.5,100.0,full_key,14340000.0,€14.3M,MF,27.0,2026.0,MAR,https://upload.wikimedia.org/wikipedia/en/6/67/2023_UEFA_Europa_Conference_League_Final_programme.jpg,app/static/players/sofyan_amrabat.jpg,
Romain Saiss,Besiktas,World Cup 2026,DF,34,MAR,1,2701,0.0,0.0,0.234,0.0,0.0,0.0,0.0,61.129,2.096,5.314,2.732,1.82,5.19,88.0,100.0,full_key,8240000.0,€8.2M,DF,34.0,2027.0,MAR,https://upload.wikimedia.org/wikipedia/commons/5/59/Leander_Dendoncker_David_Hoilett_WC2022.jpg,app/static/players/romain_saiss.jpg,
Bono,Real Sociedad,World Cup 2026,GK,33,MAR,1,2522,0.256,0.0,0.0,0.126,0.028,0.382,0.0,41.787,0.0,5.199,0.135,0.0,0.908,54.0,100.0,full_key,3310000.0,€3.3M,GK,33.0,2025.0,MAR,https://upload.wikimedia.org/wikipedia/commons/9/94/Bono_singing_in_Indianapolis_on_Joshua_Tree_Tour_2017_9-10-17.jpg,app/static/players/bono.jpg,
Sadio Mane,Al-Nassr,World Cup 2026,FW,32,SEN,1,1227,0.456,0.234,0.237,0.572,0.033,1.868,0.631,40.069,4.966,1.611,0.141,0.0,0.192,75.3,100.0,full_key,6270000.0,€6.3M,FW,32.0,2026.0,SEN,https://upload.wikimedia.org/wikipedia/commons/0/09/Moulay_Abdellah_Stadium.jpg,app/static/players/sadio_mane.jpg,
Edouard Mendy,Al-Ahli,World Cup 2026,GK,32,SEN,1,1865,0.0,0.005,0.0,0.102,0.058,0.775,0.294,35.611,1.135,2.928,0.524,0.062,1.018,68.2,100.0,full_key,8020000.0,€8.0M,GK,32.0,2028.0,SEN,https://upload.wikimedia.org/wikipedia/commons/0/09/Moulay_Abdellah_Stadium.jpg,app/static/players/edouard_mendy.jpg,
Alex Iwobi,Fulham,World Cup 2026,MF,28,NGA,1,3217,0.157,0.301,0.139,0.0,0.374,2.239,0.159,71.147,4.723,8.802,2.229,1.73,1.527,87.6,100.0,full_key,23960000.0,€24.0M,MF,28.0,2025.0,NGA,https://upload.wikimedia.org/wikipedia/commons/1/18/Alex_Iwobi_01112025_%281%29.jpg,app/static/players/alex_iwobi.jpg,
Wilfred Ndidi,Leicester City,World Cup 2026,MF,28,NGA,1,2140,0.155,0.19,0.217,0.0,0.292,1.627,0.034,73.23,4.715,8.99,2.131,1.037,0.0,84.4,100.0,full_key,18960000.0,€19.0M,MF,28.0,2025.0,NGA,https://upload.wikimedia.org/wikipedia/commons/f/fb/Wilfred_Ndidi-Nigeria.jpg,app/static/players/wilfred_ndidi.jpg,
Ritsu Doan,SC Freiburg,World Cup 2026,FW,26,JPN,1,3034,0.266,0.131,0.51,0.266,0.181,2.885,1.395,33.882,6.084,1.353,1.027,0.709,0.895,78.8,100.0,full_key,40780000.0,€40.8M,FW,26.0,2027.0,JPN,https://upload.wikimedia.org/wikipedia/commons/1/17/Ritsu_Doan%2C_2019_AFC_Asian_Cup_1.jpg,app/static/players/ritsu_doan.jpg,https://r2.thesportsdb.com/images/media/player/thumb/iwhry11605453793.jpg
Gio Reyna,Borussia Dortmund,World Cup 2026,MF,22,USA,1,2889,0.25,0.293,0.0,0.183,0.269,1.041,0.234,64.472,5.668,7.936,1.966,1.04,0.0,84.4,100.0,full_key,35590000.0,€35.6M,MF,22.0,2025.0,USA,https://upload.wikimedia.org/wikipedia/commons/2/25/Gio_Reyna_USMNT_v_Belgium_Mar_28_2026-60_%28cropped%29.jpg,app/static/players/gio_reyna.jpg,
Matt Turner,Nottm Forest,World Cup 2026,GK,30,USA,1,2287,0.083,0.0,0.0,0.0,0.0,0.0,0.0,17.861,0.055,3.195,0.0,0.0,0.96,64.5,100.0,full_key,3330000.0,€3.3M,GK,30.0,2026.0,USA,https://upload.wikimedia.org/wikipedia/en/0/0c/Jeffrey_Dahmer_Milwaukee_Police_1991_mugshot.jpg,app/static/players/matt_turner.jpg,
Sergiño Dest,PSV,World Cup 2026,DF,24,USA,1,1802,0.046,0.037,0.0,0.0,0.097,0.292,0.272,54.671,0.917,5.638,3.327,1.844,4.209,87.4,100.0,full_key,17770000.0,€17.8M,DF,24.0,2027.0,USA,https://upload.wikimedia.org/wikipedia/commons/3/3e/%D0%9C%D0%B0%D1%82%D1%87_%C2%AB%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%BE%C2%BB_-_%C2%AB%D0%91%D0%B0%D1%80%D1%81%D0%B5%D0%BB%D0%BE%D0%BD%D0%B0%C2%BB_0-4._24_%D0%BD%D0%BE%D1%8F%D0%B1%D1%80%D1%8F_2020_%D0%B3%D0%BE%D0%B4%D0%B0_%E2%80%94_1166754.jpg,app/static/players/sergi_o_dest.jpg,https://r2.thesportsdb.com/images/media/player/thumb/e73vtf1659989281.jpg
Hirving Lozano,PSV,World Cup 2026,FW,29,MEX,1,1815,0.557,0.272,0.361,0.307,0.068,2.907,1.04,39.744,2.97,3.593,0.407,0.692,1.167,71.3,100.0,full_key,34910000.0,€34.9M,FW,29.0,2028.0,MEX,https://upload.wikimedia.org/wikipedia/commons/d/df/Russia_stamp_2018_%E2%84%96_2350.jpg,app/static/players/hirving_lozano.jpg,https://r2.thesportsdb.com/images/media/player/thumb/daqozk1544969754.jpg
Raul Jimenez,Fulham,World Cup 2026,FW,33,MEX,1,2584,0.516,0.156,0.304,0.364,0.176,2.861,1.215,28.517,2.929,3.768,0.0,0.625,0.145,71.9,100.0,full_key,11020000.0,€11.0M,FW,33.0,2028.0,MEX,https://upload.wikimedia.org/wikipedia/commons/d/de/Ra%C3%BAl_Jim%C3%A9nez_04032026_%281%29.jpg,app/static/players/raul_jimenez.jpg,https://r2.thesportsdb.com/images/media/player/thumb/hfzefq1772025775.jpg
Santiago Gimenez,Feyenoord,World Cup 2026,FW,23,MEX,1,3094,0.529,0.04,0.401,0.49,0.152,3.743,0.691,40.401,4.798,4.851,0.734,0.388,1.831,71.9,100.0,full_key,10830000.0,€10.8M,FW,23.0,2027.0,MEX,https://upload.wikimedia.org/wikipedia/commons/2/2d/AS_Roma_fans_at_Stadio_Olimpico_during_Roma-Inter.jpg,app/static/players/santiago_gimenez.jpg,https://r2.thesportsdb.com/images/media/player/thumb/xs0tpx1679242761.jpg
Guillermo Ochoa,Salernitana,World Cup 2026,GK,39,MEX,1,1240,0.003,0.0,0.0,0.0,0.0,0.26,0.353,32.485,0.372,1.294,0.0,0.519,1.917,58.5,100.0,full_key,2000000.0,€2.0M,GK,39.0,2028.0,MEX,https://upload.wikimedia.org/wikipedia/commons/2/2f/Mex-Kor_%281%29_%28cropped%29.jpg,app/static/players/guillermo_ochoa.jpg,https://r2.thesportsdb.com/images/media/player/thumb/trvxyx1471685245.jpg
Chucky Lozano,San Diego FC,World Cup 2026,FW,29,MEX,1,1258,0.29,0.028,0.323,0.442,0.271,2.397,0.857,28.078,5.879,3.452,1.312,0.76,0.0,71.5,100.0,full_key,31550000.0,€31.6M,FW,29.0,2027.0,MEX,https://upload.wikimedia.org/wikipedia/commons/e/e3/Hirving_Lozano.png,app/static/players/chucky_lozano.png,https://r2.thesportsdb.com/images/media/player/thumb/daqozk1544969754.jpg
James Rodriguez,Rayo Vallecano,World Cup 2026,MF,33,COL,1,1892,0.0,0.315,0.13,0.028,0.071,2.149,0.153,56.146,5.555,9.469,2.29,1.017,0.0,89.3,100.0,full_key,12270000.0,€12.3M,MF,33.0,2025.0,COL,https://upload.wikimedia.org/wikipedia/commons/3/32/James_Roday_by_Gage_Skidmore.jpg,app/static/players/james_rodriguez.jpg,https://r2.thesportsdb.com/images/media/player/thumb/etpchw1779769101.jpg
Juan Cuadrado,Juventus,World Cup 2026,MF,36,COL,1,1798,0.032,0.35,0.09,0.506,0.22,1.555,0.726,62.468,4.38,8.907,1.643,1.713,0.0,95.9,100.0,full_key,10580000.0,€10.6M,MF,36.0,2027.0,COL,https://upload.wikimedia.org/wikipedia/commons/b/b6/Juan_Cuadrado_2019_%28cropped%29.jpg,app/static/players/juan_cuadrado.jpg,https://r2.thesportsdb.com/images/media/player/thumb/kajwg71515953948.jpg
Davinson Sanchez,Galatasaray,World Cup 2026,DF,28,COL,1,2781,0.226,0.161,0.0,0.0,0.0,1.163,0.297,67.383,1.685,7.42,2.705,1.479,5.068,88.5,100.0,full_key,18480000.0,€18.5M,DF,28.0,2026.0,COL,https://upload.wikimedia.org/wikipedia/commons/6/61/Galatasaaray_5_Stars.png,app/static/players/davinson_sanchez.png,https://r2.thesportsdb.com/images/media/player/thumb/ukweyz1703592911.jpg
Richard Rios,Palmeiras,World Cup 2026,MF,24,COL,1,3136,0.386,0.301,0.037,0.163,0.228,1.591,0.526,76.084,5.114,8.691,1.772,1.46,0.781,91.2,100.0,full_key,7100000.0,€7.1M,MF,24.0,2028.0,COL,https://upload.wikimedia.org/wikipedia/commons/4/42/Richard-Rios-Palmeiras-Liverpool-abr24.jpg,app/static/players/richard_rios.jpg,https://r2.thesportsdb.com/images/media/player/thumb/3sivzv1725066629.jpg
Rodrigo Bentancur,Tottenham,World Cup 2026,MF,27,URU,1,1249,0.0,0.439,0.122,0.0,0.233,0.721,0.604,53.568,5.772,7.25,2.334,1.243,1.4,79.6,100.0,full_key,16750000.0,€16.8M,MF,27.0,2025.0,URU,https://upload.wikimedia.org/wikipedia/en/a/ab/2025_UEFA_Super_Cup_programme.jpg,app/static/players/rodrigo_bentancur.jpg,https://r2.thesportsdb.com/images/media/player/thumb/c03fov1770823842.jpg
Hwang Hee-Chan,Wolverhampton,World Cup 2026,FW,28,KOR,1,1609,0.448,0.228,0.588,0.31,0.156,2.802,1.009,39.971,4.441,4.191,1.383,0.045,0.245,76.5,100.0,full_key,28090000.0,€28.1M,FW,28.0,2026.0,KOR,https://upload.wikimedia.org/wikipedia/commons/6/66/Bruno_Lage_2024.jpg,app/static/players/hwang_hee-chan.jpg,https://r2.thesportsdb.com/images/media/player/thumb/cgr5971778971405.jpg
Hwang In-Beom,Vancouver Whitecaps,World Cup 2026,MF,29,KOR,1,1726,0.315,0.269,0.0,0.308,0.163,1.244,0.146,66.481,4.984,7.528,2.749,1.243,0.899,95.2,100.0,full_key,19790000.0,€19.8M,MF,29.0,2026.0,KOR,https://upload.wikimedia.org/wikipedia/commons/9/9b/Bae_Jun-ho_20092025_%282%29.jpg,app/static/players/hwang_in-beom.jpg,https://r2.thesportsdb.com/images/media/player/thumb/7pvfob1778971521.jpg
Zizo,Zamalek,World Cup 2026,MF,30,EGY,1,905,0.062,0.151,0.0,0.14,0.191,1.07,1.063,60.53,5.297,6.357,1.912,0.907,0.423,83.7,100.0,full_key,10380000.0,€10.4M,MF,30.0,2028.0,EGY,https://upload.wikimedia.org/wikipedia/commons/d/dc/A.Zizo.jpg,app/static/players/zizo.jpg,https://r2.thesportsdb.com/images/media/player/thumb/l4l7271705485290.jpg
Jonathan David,Lille,World Cup 2026,FW,24,CAN,1,2127,0.301,0.105,0.377,0.366,0.137,2.553,1.294,37.893,4.674,3.223,1.231,0.439,0.0,72.6,100.0,full_key,30260000.0,€30.3M,FW,24.0,2025.0,CAN,https://upload.wikimedia.org/wikipedia/commons/9/9d/073A.David_and_Jonathan.jpg,app/static/players/jonathan_david.jpg,https://r2.thesportsdb.com/images/media/player/thumb/hnv78h1742289489.jpg
Cyle Larin,Club Brugge,World Cup 2026,FW,29,CAN,1,2272,0.377,0.277,0.318,0.284,0.088,3.263,1.037,30.4,5.135,3.397,0.552,0.087,1.127,71.9,100.0,full_key,24600000.0,€24.6M,FW,29.0,2028.0,CAN,https://upload.wikimedia.org/wikipedia/commons/c/c5/Cyle_Larin_%282021-22_S%C3%BCper_Lig%29_-_Resim1_%28cropped%29.png,app/static/players/cyle_larin.png,https://r2.thesportsdb.com/images/media/player/thumb/k17bjv1725044892.jpg
Atiba Hutchinson,Besiktas,World Cup 2026,MF,41,CAN,1,1568,0.261,0.299,0.164,0.115,0.183,1.376,0.775,66.623,4.597,10.116,3.161,1.174,0.0,85.8,100.0,full_key,4680000.0,€4.7M,MF,41.0,2027.0,CAN,https://upload.wikimedia.org/wikipedia/commons/4/43/Atiba_Hutchinson_20230607.jpg,app/static/players/atiba_hutchinson.jpg,https://r2.thesportsdb.com/images/media/player/thumb/yihmx11667156685.jpg
Tajon Buchanan,Inter Milan,World Cup 2026,FW,25,CAN,1,2722,0.421,0.082,0.455,0.266,0.042,3.308,1.13,30.799,4.884,2.776,1.491,0.048,0.917,76.8,100.0,full_key,35560000.0,€35.6M,FW,25.0,2028.0,CAN,https://upload.wikimedia.org/wikipedia/commons/a/ad/FC_Salzburg_gegen_Inter_Mailand_%28Testspiel_2023-08-09%29_46.jpg,,https://r2.thesportsdb.com/images/media/player/thumb/yssum41668624128.jpg
Stephen Eustaquio,Porto,World Cup 2026,MF,27,CAN,1,1821,0.029,0.327,0.289,0.144,0.305,1.764,0.552,57.068,5.743,8.547,1.859,1.266,0.567,92.3,100.0,full_key,19960000.0,€20.0M,MF,27.0,2027.0,CAN,https://upload.wikimedia.org/wikipedia/commons/3/30/Mauro_Eust%C3%A1quio_%28cropped%29.jpg,app/static/players/stephen_eustaquio.jpg,https://r2.thesportsdb.com/images/media/player/thumb/1ifbip1523975738.jpg
Xherdan Shaqiri,Chicago Fire,World Cup 2026,MF,33,SUI,1,1242,0.091,0.268,0.22,0.189,0.276,1.433,0.306,65.2,5.61,7.664,2.404,1.837,0.0,89.6,100.0,full_key,12350000.0,€12.3M,MF,33.0,2026.0,SUI,https://upload.wikimedia.org/wikipedia/commons/0/01/Granit_Xhaka_%28cropped%29.jpg,app/static/players/xherdan_shaqiri.jpg,https://r2.thesportsdb.com/images/media/player/thumb/bokxyg1548112286.jpg
Fabian Rieder,Rennes,World Cup 2026,MF,22,SUI,1,1172,0.133,0.338,0.138,0.0,0.052,1.235,0.736,60.232,5.456,8.552,1.738,1.652,1.358,88.5,100.0,full_key,9600000.0,€9.6M,MF,22.0,2026.0,SUI,,,https://r2.thesportsdb.com/images/media/player/thumb/xcrzvk1629964112.jpg
